index,gdp_growth,u_deviation
2007-09-30,-0.49278326336467115,-0.0066666666666663765
2007-12-31,0.47328348040927004,0.08999999999999986
2008-03-31,0.25266615806411874,0.08333333333333348
2008-06-30,-0.38238461922436295,0.03333333333333366
2008-09-30,-1.239256450091064,0.033333333333333215
2008-12-31,-2.4269703930909436,0.06333333333333346
2009-03-31,-4.784416103310585,0.5
2009-06-30,2.0926677947347594,0.5466666666666669
2009-09-30,0.05002488558341067,0.32333333333333236
2009-12-31,1.3755670949270549,-0.22999999999999865
2010-03-31,0.8593518089247132,-0.1533333333333342
2010-06-30,1.3523266715278481,0.08333333333333304
2010-09-30,1.806634829859055,-0.05666666666666664
2010-12-31,-0.8178311180443765,-0.07666666666666533
2011-03-31,-1.399589863480366,-0.2566666666666677
2011-06-30,-0.6536779060185904,-0.07000000000000028
2011-09-30,2.48945066776185,-0.19333333333333336
2011-12-31,-0.15652619274024726,-0.006666666666666821
2012-03-31,1.2092224645354976,0.046666666666666856
2012-06-30,-0.7332446928695613,-0.10333333333333261
2012-09-30,-0.3828169746208476,-0.1466666666666665
2012-12-31,0.26623762649307103,-0.08333333333333393
2013-03-31,1.222304497136073,0.033333333333333215
2013-06-30,0.7703507112013064,-0.1466666666666665
2013-09-30,0.8348708060359256,-0.10666666666666691
2013-12-31,-0.03060873313225354,-0.09666666666666668
2014-03-31,0.9927647152897068,-0.22999999999999954
2014-06-30,-1.9199944934197521,-0.006666666666667265
2014-09-30,0.0908787681175971,-0.05333333333333323
2014-12-31,0.4992218308069951,-0.10666666666666647
2015-03-31,1.3712289440249492,0.009999999999999787
2015-06-30,0.11013765176550727,-0.12666666666666693
2015-09-30,-0.06185409732701874,0.01666666666666705
2015-12-31,-0.3782720064802514,-0.1333333333333333
2016-03-31,0.5025277682087825,0.013333333333333641
2016-06-30,0.14096456509034017,-0.07333333333333325
2016-09-30,0.21313426668629898,-0.11333333333333373
2016-12-31,0.29310703262639404,-0.05666666666666664
2017-03-31,1.1574198358289323,-0.10999999999999988
2017-06-30,0.3513851440495097,0.0033333333333329662
2017-09-30,0.556994830886981,-0.11333333333333329
2017-12-31,0.46749916219461785,-0.08333333333333304
2018-03-31,-0.4794403624765242,-0.22666666666666657
2018-06-30,0.4457907177159326,-0.06666666666666687
2018-09-30,-0.8415561484773515,0.023333333333332984
2018-12-31,0.5642647656888489,-0.0033333333333329662
2019-03-31,0.6415289554606352,0.016666666666666607
2019-06-30,0.5329018877545666,-0.06333333333333346
2019-09-30,0.0038560499477258148,-0.07666666666666622
2019-12-31,-1.8565793817915122,-0.046666666666666856
2020-03-31,-0.5651678947765082,0.16666666666666652
